customer_id,age,job,credit_amount,duration,housing,purpose,risk,is_default
23539,24,unskilled,19446,14,own,furniture,good,0
23540,25,unemployed,9000,43,rent,education,good,0
23541,36,skilled,5131,45,free,business,good,0
23542,34,unskilled,15971,10,own,education,bad,1
23543,28,highly skilled,17300,32,own,education,bad,1
23544,64,unskilled,10055,45,rent,vacation,good,0
23545,58,unskilled,10728,46,free,car,good,0
23546,66,highly skilled,2825,6,rent,business,good,0
23547,28,skilled,3376,24,own,car,bad,1
23548,55,unemployed,19411,53,own,car,good,0
23549,58,skilled,2358,41,own,vacation,good,0
23550,67,skilled,5798,57,rent,education,good,0
23551,69,skilled,10231,29,rent,furniture,bad,1
23552,19,unskilled,1306,51,own,car,good,0
23553,21,skilled,5650,6,free,business,good,0
23554,67,unskilled,6060,8,rent,education,good,0
23555,45,unskilled,4796,29,free,business,good,0
23556,50,unemployed,18961,30,free,car,bad,1
23557,28,unemployed,13801,44,rent,education,bad,1
23558,20,skilled,4044,19,free,furniture,good,0
23559,57,unskilled,7143,38,own,education,good,0
23560,22,highly skilled,3738,29,free,education,good,0
23561,69,unskilled,12812,31,rent,vacation,good,0
23562,38,unemployed,12333,16,free,car,good,0
23563,39,highly skilled,18071,8,own,business,good,0
23564,54,unskilled,11134,25,free,car,good,0
23565,28,skilled,13261,49,rent,car,bad,1
23566,61,unskilled,3165,14,free,education,good,0
23567,39,highly skilled,2849,51,free,business,good,0
23568,58,skilled,13644,46,own,vacation,bad,1
23569,30,highly skilled,19720,25,own,education,bad,1
23570,69,unemployed,17380,13,own,vacation,bad,1
23571,20,unemployed,885,25,rent,business,good,0
23572,30,unskilled,19133,22,own,education,good,0
23573,45,unskilled,18714,41,own,education,good,0
23574,28,unemployed,1244,16,rent,car,good,0
23575,28,highly skilled,14199,38,own,car,good,0
23576,38,highly skilled,12598,51,rent,education,good,0
23577,69,skilled,9144,18,own,education,good,0
23578,38,skilled,13252,11,free,education,bad,1
23579,24,skilled,16868,7,rent,education,bad,1
23580,34,unemployed,6528,46,own,business,good,0
23581,65,unemployed,16750,45,own,vacation,bad,1
23582,31,unemployed,11316,52,own,furniture,bad,1
23583,50,unskilled,15008,27,rent,vacation,good,0
23584,28,highly skilled,9882,51,free,car,bad,1
23585,30,unemployed,2536,30,own,vacation,good,0
23586,18,skilled,11493,41,own,business,bad,1
23587,51,skilled,16786,51,own,furniture,bad,1
23588,26,unemployed,8848,40,rent,business,good,0
23589,30,unemployed,18258,30,own,vacation,good,0
23590,54,highly skilled,18731,17,free,furniture,good,0
23591,47,skilled,17620,26,rent,car,good,0
23592,58,highly skilled,16668,11,own,vacation,good,0
23593,62,unemployed,910,35,free,vacation,good,0
23594,54,highly skilled,6092,27,free,vacation,good,0
23595,64,unskilled,8037,22,free,furniture,good,0
23596,24,unemployed,10196,26,own,vacation,good,0
23597,31,skilled,935,16,own,business,good,0
23598,65,skilled,11755,20,own,business,good,0
23599,23,highly skilled,8851,19,free,furniture,good,0
23600,51,unemployed,12149,30,free,vacation,good,0
23601,33,skilled,19765,19,free,vacation,good,0
23602,68,highly skilled,2695,13,rent,furniture,good,0
23603,54,highly skilled,12844,6,free,vacation,good,0
23604,53,unemployed,19918,8,own,car,good,0
23605,63,skilled,4169,53,rent,car,bad,1
23606,23,skilled,6106,23,rent,car,good,0
23607,25,skilled,5107,28,free,business,good,0
23608,41,unemployed,7331,59,rent,vacation,bad,1
23609,20,unemployed,13434,7,free,vacation,good,0
23610,21,unemployed,3365,57,free,car,good,0
23611,49,unskilled,19695,37,own,vacation,good,0
23612,18,highly skilled,11541,53,free,education,bad,1
23613,51,unskilled,12892,11,free,furniture,good,0
23614,62,unskilled,11594,25,free,business,good,0
23615,26,skilled,18270,11,own,business,good,0
23616,29,skilled,9291,10,own,car,bad,1
23617,27,highly skilled,18069,22,own,furniture,good,0
23618,27,highly skilled,1126,17,rent,education,good,0
23619,67,unemployed,1822,37,free,business,bad,1
23620,61,skilled,8723,34,free,furniture,good,0
23621,65,unskilled,8354,52,own,education,good,0
23622,40,highly skilled,1892,10,rent,business,bad,1
23623,23,highly skilled,8137,13,own,education,good,0
23624,41,unskilled,1877,40,free,furniture,good,0
23625,41,unemployed,15434,20,free,business,good,0
23626,38,skilled,11050,19,own,vacation,bad,1
23627,59,skilled,5044,53,free,business,good,0
23628,48,unskilled,8503,29,rent,car,bad,1
23629,64,unemployed,6404,49,free,vacation,good,0
23630,58,unskilled,4434,43,free,business,good,0
23631,47,skilled,13146,57,rent,car,bad,1
23632,51,unskilled,7828,31,own,business,good,0
23633,35,unskilled,19123,32,own,vacation,bad,1
23634,29,skilled,975,6,free,furniture,bad,1
23635,52,skilled,12925,15,own,furniture,good,0
23636,24,skilled,14679,22,rent,business,good,0
23637,58,unskilled,14753,52,own,car,good,0
23638,57,unskilled,19442,52,free,vacation,bad,1
23639,42,unskilled,11708,14,own,business,good,0
23640,23,unemployed,9165,12,rent,vacation,good,0
23641,18,highly skilled,1301,33,rent,business,good,0
23642,63,unemployed,5505,38,free,furniture,good,0
23643,33,highly skilled,1997,29,rent,education,good,0
23644,65,skilled,18264,37,free,vacation,good,0
23645,21,highly skilled,10009,55,own,business,bad,1
23646,46,unemployed,16286,32,own,business,good,0
23647,55,skilled,16911,26,rent,business,good,0
23648,64,highly skilled,5532,27,rent,education,good,0
23649,45,highly skilled,5083,47,own,business,good,0
23650,39,highly skilled,11691,28,own,furniture,good,0
23651,25,unskilled,14189,28,own,business,good,0
23652,49,skilled,2510,22,rent,car,bad,1
23653,50,unskilled,3892,10,free,vacation,good,0
23654,30,skilled,18907,19,rent,vacation,good,0
23655,44,highly skilled,12839,18,own,education,good,0
23656,35,highly skilled,8280,13,own,vacation,good,0
23657,35,unemployed,18267,36,own,furniture,good,0
23658,30,highly skilled,19742,10,own,car,bad,1
23659,39,unskilled,9423,36,own,education,bad,1
23660,31,unskilled,15085,17,free,vacation,bad,1
23661,28,highly skilled,18973,17,free,business,good,0
23662,56,unskilled,6040,50,rent,vacation,good,0
23663,67,highly skilled,9671,57,free,furniture,good,0
23664,39,unemployed,14218,29,own,vacation,bad,1
23665,53,unemployed,4920,53,own,vacation,good,0
23666,34,highly skilled,1080,32,free,furniture,good,0
23667,68,unemployed,2645,25,rent,car,good,0
23668,49,highly skilled,5486,41,free,business,good,0
23669,31,unskilled,17069,30,own,vacation,good,0
23670,59,highly skilled,2266,40,free,business,good,0
23671,46,skilled,14625,33,free,vacation,good,0
23672,23,skilled,13218,28,own,car,good,0
23673,67,highly skilled,18692,35,free,car,good,0
23674,21,highly skilled,18300,31,rent,vacation,good,0
23675,28,highly skilled,19665,26,free,vacation,bad,1
23676,62,unemployed,18659,6,rent,business,good,0
23677,57,skilled,3521,37,own,car,good,0
23678,27,highly skilled,6482,32,free,business,good,0
23679,45,highly skilled,4144,25,free,furniture,bad,1
23680,28,unskilled,8884,49,free,education,bad,1
23681,52,unskilled,1934,33,rent,vacation,good,0
23682,32,unemployed,10933,59,rent,vacation,good,0
23683,25,unemployed,9008,16,free,business,good,0
23684,37,skilled,16061,6,own,vacation,good,0
23685,67,skilled,14411,42,own,furniture,bad,1
23686,38,highly skilled,13981,52,free,car,good,0
23687,18,skilled,17073,14,free,furniture,good,0
23688,46,highly skilled,13930,18,rent,vacation,good,0
23689,41,unemployed,16815,59,free,business,bad,1
23690,47,unemployed,4319,51,own,car,bad,1
23691,57,unemployed,2724,50,rent,furniture,bad,1
23692,52,unskilled,2269,25,rent,furniture,good,0
23693,50,skilled,13534,47,free,business,bad,1
23694,37,unemployed,18652,57,rent,vacation,good,0
23695,33,unemployed,3461,34,free,car,good,0
23696,26,unemployed,5080,24,free,car,bad,1
23697,48,skilled,14168,40,own,vacation,bad,1
23698,34,skilled,9342,46,rent,car,good,0
23699,48,unskilled,15192,13,rent,education,bad,1
23700,65,unskilled,14896,36,rent,car,good,0
23701,40,unskilled,2406,26,rent,business,good,0
23702,23,unskilled,4286,40,own,education,good,0
23703,47,unemployed,16383,18,own,education,good,0
23704,24,highly skilled,14987,47,rent,furniture,good,0
23705,65,unskilled,515,29,rent,education,bad,1
23706,57,highly skilled,5699,49,own,vacation,good,0
23707,59,unemployed,5891,41,rent,car,good,0
23708,63,unemployed,15719,56,rent,furniture,good,0
23709,28,skilled,7526,21,rent,furniture,good,0
23710,51,highly skilled,11847,42,rent,business,bad,1
23711,29,highly skilled,1665,14,free,business,good,0
23712,69,unemployed,3249,59,own,vacation,good,0
23713,69,skilled,7373,44,own,business,bad,1
23714,62,unskilled,11189,51,own,education,bad,1
23715,64,unskilled,8368,52,free,vacation,good,0
23716,44,skilled,10956,15,free,car,bad,1
23717,29,skilled,7942,59,free,vacation,good,0
23718,30,unskilled,16353,56,own,car,good,0
23719,25,unemployed,19939,32,rent,business,good,0
23720,33,unemployed,9412,56,rent,education,good,0
23721,46,skilled,19473,55,free,car,good,0
23722,52,unemployed,18879,37,own,car,good,0
23723,46,unemployed,3227,15,own,vacation,good,0
23724,48,highly skilled,17569,54,own,furniture,bad,1
23725,30,unskilled,3275,17,free,education,good,0
23726,29,skilled,4682,46,free,furniture,good,0
23727,68,unskilled,7085,49,rent,vacation,bad,1
23728,19,highly skilled,5951,55,free,furniture,bad,1
23729,50,unemployed,11477,25,own,education,bad,1
23730,25,unemployed,10381,24,own,furniture,good,0
23731,58,highly skilled,18233,57,free,education,good,0
23732,57,unskilled,5816,25,free,education,good,0
23733,66,highly skilled,6730,15,rent,education,good,0
23734,58,unemployed,10917,42,free,car,bad,1
23735,49,unemployed,5473,6,own,business,good,0
23736,55,unskilled,14402,35,rent,vacation,bad,1
23737,45,unemployed,10259,37,rent,vacation,good,0
23738,32,unskilled,17069,12,own,business,bad,1
23739,40,skilled,17459,20,own,education,good,0
23740,41,unemployed,4928,27,own,education,good,0
23741,30,unemployed,11634,53,rent,car,bad,1
23742,38,unskilled,4828,16,free,car,good,0
23743,29,skilled,3412,10,rent,car,good,0
23744,30,unemployed,10683,7,rent,vacation,bad,1
23745,56,unemployed,11971,41,rent,furniture,good,0
23746,40,skilled,11626,36,free,vacation,good,0
23747,67,unemployed,13082,19,rent,education,good,0
23748,63,unskilled,19651,46,free,vacation,good,0
23749,60,skilled,5408,47,free,education,good,0
23750,45,skilled,6535,52,free,furniture,good,0
23751,31,highly skilled,1414,41,own,furniture,good,0
23752,34,unemployed,10942,14,own,education,good,0
23753,41,skilled,1358,59,own,education,good,0
23754,51,skilled,17603,18,rent,car,bad,1
23755,68,skilled,18812,9,rent,furniture,good,0
23756,65,highly skilled,17030,27,own,vacation,bad,1
23757,39,unemployed,14122,58,rent,business,bad,1
23758,27,skilled,7406,58,free,vacation,good,0
23759,25,unemployed,3946,45,rent,business,good,0
23760,38,skilled,6276,33,rent,education,good,0
23761,54,unskilled,9649,22,own,business,good,0
23762,24,skilled,8656,15,rent,car,good,0
23763,43,skilled,11567,25,rent,vacation,bad,1
23764,30,highly skilled,5493,41,free,furniture,good,0
23765,33,skilled,10789,35,rent,business,good,0
23766,47,unskilled,3555,23,rent,business,good,0
23767,48,skilled,8758,14,rent,education,bad,1
23768,22,unskilled,14727,44,free,car,bad,1
23769,49,unskilled,9716,38,rent,business,bad,1
23770,33,unskilled,2680,28,own,education,bad,1
23771,64,highly skilled,7025,27,rent,business,bad,1
23772,26,unemployed,15770,34,free,business,good,0
23773,39,unemployed,10314,6,own,business,bad,1
23774,61,unskilled,19589,27,free,business,bad,1
23775,57,highly skilled,5618,30,free,vacation,good,0
23776,62,highly skilled,16951,19,own,business,good,0
23777,54,unemployed,4692,55,free,vacation,bad,1
23778,31,unskilled,3345,9,own,car,good,0
23779,33,unemployed,11508,45,free,business,good,0
23780,60,unemployed,9284,12,own,business,bad,1
23781,37,highly skilled,19666,34,own,vacation,good,0
23782,61,highly skilled,13623,25,free,education,bad,1
23783,32,skilled,17469,53,rent,education,bad,1
23784,61,highly skilled,11048,13,own,furniture,good,0
23785,43,highly skilled,11098,14,rent,business,good,0
23786,26,unemployed,17737,43,own,furniture,bad,1
23787,18,highly skilled,634,11,own,furniture,good,0
23788,52,highly skilled,10778,38,free,education,good,0
23789,61,unemployed,16298,36,own,education,good,0
23790,37,highly skilled,17606,56,free,vacation,bad,1
23791,62,highly skilled,8536,11,rent,vacation,bad,1
23792,23,skilled,883,28,own,business,good,0
23793,59,unskilled,1112,59,rent,vacation,good,0
23794,27,skilled,5221,41,own,business,good,0
23795,65,highly skilled,14135,52,rent,vacation,good,0
23796,50,unemployed,7777,25,rent,business,good,0
23797,33,unemployed,7728,28,free,car,good,0
23798,53,unskilled,10508,20,free,furniture,good,0
23799,23,unemployed,655,38,free,vacation,bad,1
23800,36,highly skilled,19172,12,free,car,bad,1
23801,48,skilled,13509,38,own,car,bad,1
23802,19,unskilled,13539,41,free,car,good,0
23803,35,skilled,17899,22,free,car,good,0
23804,59,unemployed,11997,10,own,education,good,0
23805,45,highly skilled,8425,50,rent,furniture,bad,1
23806,21,unskilled,8104,51,own,business,good,0
23807,18,unemployed,8858,9,rent,business,bad,1
23808,64,unemployed,1838,14,free,education,bad,1
23809,59,skilled,6708,32,own,car,good,0
23810,67,unemployed,5986,41,free,vacation,good,0
23811,33,skilled,17003,7,own,furniture,good,0
23812,62,unemployed,10758,16,rent,furniture,bad,1
23813,64,skilled,6052,59,own,vacation,good,0
23814,19,skilled,15036,29,free,business,good,0
23815,69,highly skilled,7425,56,rent,car,good,0
23816,53,unskilled,9782,34,rent,education,good,0
23817,18,unskilled,8807,55,own,car,good,0
23818,56,highly skilled,14830,20,free,vacation,bad,1
23819,40,unemployed,17588,44,free,vacation,bad,1
23820,43,unemployed,17208,59,free,education,bad,1
23821,28,unskilled,14919,8,rent,vacation,good,0
23822,59,skilled,17953,23,rent,business,bad,1
23823,18,skilled,7709,50,rent,business,good,0
23824,28,unskilled,13499,43,rent,business,good,0
23825,41,unskilled,8880,26,free,education,good,0
23826,27,highly skilled,1554,49,rent,business,good,0
23827,31,unemployed,18829,39,own,business,good,0
23828,31,skilled,1965,47,own,business,bad,1
23829,24,highly skilled,19802,8,free,furniture,good,0
23830,40,unskilled,7634,13,free,education,good,0
23831,60,highly skilled,18796,40,rent,education,good,0
23832,39,highly skilled,18920,8,rent,business,good,0
23833,53,skilled,17528,45,own,vacation,good,0
23834,44,highly skilled,4665,18,rent,education,good,0
23835,19,skilled,15357,21,own,education,bad,1
23836,56,unskilled,18657,48,rent,vacation,good,0
23837,68,skilled,11865,35,own,business,good,0
23838,63,unemployed,12508,53,own,furniture,good,0
23839,36,unskilled,13218,14,free,car,good,0
23840,24,skilled,6979,50,own,vacation,good,0
23841,29,unskilled,555,27,free,car,good,0
23842,20,highly skilled,6881,34,own,vacation,good,0
23843,64,unskilled,10535,18,free,furniture,bad,1
23844,22,skilled,16945,9,free,furniture,bad,1
23845,25,highly skilled,12895,51,rent,business,good,0
23846,31,unemployed,4765,31,free,car,good,0
23847,53,unskilled,674,56,free,furniture,bad,1
23848,24,skilled,8472,35,own,education,good,0
23849,24,unskilled,19638,56,rent,furniture,good,0
23850,67,unskilled,16400,59,free,business,good,0
23851,63,skilled,5367,7,free,furniture,good,0
23852,49,unemployed,3138,45,rent,vacation,good,0
23853,25,skilled,19629,43,own,vacation,good,0
23854,29,unskilled,15504,50,rent,car,good,0
23855,27,unemployed,14948,11,free,vacation,good,0
23856,31,unemployed,14622,43,free,car,good,0
23857,26,unemployed,10824,59,rent,car,good,0
23858,55,unemployed,7194,22,own,car,good,0
23859,47,unskilled,2430,56,own,education,good,0
23860,22,skilled,11603,10,free,car,bad,1
23861,18,skilled,9870,17,rent,vacation,good,0
23862,18,highly skilled,18712,39,own,vacation,good,0
23863,37,highly skilled,9491,8,own,furniture,good,0
23864,66,highly skilled,19496,47,free,furniture,good,0
23865,28,unemployed,1652,16,free,vacation,bad,1
23866,43,unemployed,3243,56,own,education,good,0
23867,61,skilled,1017,23,own,business,good,0
23868,20,unemployed,6828,54,free,car,good,0
23869,23,skilled,15442,27,free,furniture,good,0
23870,60,highly skilled,14849,9,free,vacation,good,0
23871,62,skilled,17854,28,rent,car,bad,1
23872,28,unemployed,12465,34,own,furniture,bad,1
23873,25,skilled,10313,52,rent,car,good,0
23874,46,skilled,12529,33,rent,car,good,0
23875,27,skilled,18524,58,own,business,good,0
23876,51,unemployed,5239,12,rent,car,good,0
23877,41,unskilled,14321,48,free,furniture,good,0
23878,63,highly skilled,6953,59,free,car,good,0
23879,65,unskilled,8368,21,rent,car,good,0
23880,34,unskilled,11684,46,rent,education,bad,1
23881,49,unskilled,19940,45,free,business,good,0
23882,28,unskilled,3997,59,rent,education,good,0
23883,51,unemployed,933,48,rent,car,bad,1
23884,41,unemployed,17110,50,free,car,good,0
23885,22,unskilled,18735,30,rent,vacation,good,0
23886,46,unskilled,16939,31,free,furniture,good,0
23887,65,skilled,15959,42,rent,furniture,bad,1
23888,65,skilled,789,20,rent,furniture,bad,1
23889,51,highly skilled,16354,32,free,vacation,good,0
23890,33,highly skilled,8409,37,own,car,good,0
23891,42,highly skilled,14492,38,own,car,bad,1
23892,54,skilled,15049,13,own,vacation,good,0
23893,25,unskilled,7453,58,own,furniture,bad,1
23894,46,unskilled,17717,57,own,business,good,0
23895,69,highly skilled,9881,11,rent,vacation,bad,1
23896,63,highly skilled,6059,37,rent,car,good,0
23897,42,unemployed,12155,50,own,car,good,0
23898,59,highly skilled,8144,46,rent,furniture,good,0
23899,40,skilled,8090,13,rent,business,good,0
23900,51,skilled,7587,8,own,vacation,bad,1
23901,20,highly skilled,12421,27,free,car,bad,1
23902,47,highly skilled,12486,58,own,education,good,0
23903,67,unemployed,18762,43,free,education,good,0
23904,51,unemployed,17937,59,free,furniture,bad,1
23905,49,unemployed,18986,41,free,vacation,bad,1
23906,46,skilled,8144,48,free,education,good,0
23907,26,unemployed,5925,37,free,car,bad,1
23908,19,unskilled,8086,30,own,education,good,0
23909,56,unskilled,5921,33,rent,education,good,0
23910,24,unskilled,8477,35,rent,education,good,0
23911,63,unemployed,8616,35,rent,car,bad,1
23912,22,skilled,17056,11,free,vacation,good,0
23913,25,skilled,958,47,own,vacation,good,0
23914,49,unemployed,10652,21,free,car,bad,1
23915,35,highly skilled,10116,32,free,furniture,bad,1
23916,55,highly skilled,1278,15,free,furniture,good,0
23917,63,unemployed,14450,28,free,business,good,0
23918,35,skilled,16480,25,free,car,good,0
23919,66,unskilled,11645,31,free,car,good,0
23920,58,highly skilled,1291,40,own,car,good,0
23921,62,unskilled,8660,24,own,business,good,0
23922,33,skilled,14574,23,rent,vacation,bad,1
23923,38,highly skilled,11563,53,rent,business,good,0
23924,27,unemployed,19213,35,free,business,bad,1
23925,59,unskilled,15160,28,own,education,good,0
23926,21,unskilled,17547,24,own,furniture,good,0
23927,61,unskilled,16031,41,own,furniture,good,0
23928,25,unemployed,19770,42,rent,education,good,0
23929,64,unemployed,8511,20,own,car,good,0
23930,36,unskilled,16556,47,rent,education,good,0
23931,64,unemployed,16858,38,free,car,good,0
23932,57,highly skilled,10463,29,own,furniture,good,0
23933,57,skilled,17175,32,rent,furniture,good,0
23934,68,highly skilled,13778,38,own,vacation,good,0
23935,26,unemployed,10501,11,own,education,good,0
23936,47,skilled,13395,39,own,education,good,0
23937,34,unskilled,9013,55,own,education,good,0
23938,57,unskilled,18532,14,own,furniture,bad,1
23939,61,skilled,15792,33,own,vacation,good,0
23940,32,highly skilled,10113,18,free,business,good,0
23941,21,unskilled,6503,40,free,business,good,0
23942,23,unskilled,11389,48,rent,car,good,0
23943,33,unskilled,9514,39,rent,furniture,good,0
23944,43,unemployed,17103,22,own,furniture,good,0
23945,54,highly skilled,11377,21,own,vacation,good,0
23946,40,unemployed,1257,37,rent,vacation,bad,1
23947,30,skilled,10267,24,rent,vacation,bad,1
23948,64,skilled,14485,43,own,business,good,0
23949,34,unemployed,1842,30,own,furniture,good,0
23950,44,unskilled,5468,55,rent,business,good,0
23951,69,unemployed,1186,50,own,business,good,0
23952,39,highly skilled,17616,7,free,vacation,good,0
23953,54,unskilled,672,6,free,furniture,bad,1
23954,36,skilled,19164,47,own,vacation,bad,1
23955,56,highly skilled,7575,56,own,vacation,good,0
23956,52,skilled,12412,45,free,business,bad,1
23957,30,highly skilled,9442,47,free,furniture,good,0
23958,31,highly skilled,17534,9,own,business,good,0
23959,65,highly skilled,16968,9,free,business,bad,1
23960,48,skilled,19904,20,free,business,good,0
23961,62,unemployed,12811,29,free,education,bad,1
23962,19,unemployed,6358,49,free,business,bad,1
23963,63,unskilled,14294,56,own,education,good,0
23964,69,skilled,6960,40,own,vacation,bad,1
23965,56,unskilled,5858,27,own,furniture,good,0
23966,54,unskilled,5384,10,free,business,good,0
23967,31,highly skilled,3515,17,free,car,good,0
23968,26,highly skilled,5840,35,free,car,good,0
23969,27,unemployed,4840,6,rent,car,bad,1
23970,24,unemployed,17268,26,rent,business,bad,1
23971,45,unskilled,17336,41,own,vacation,good,0
23972,63,unskilled,9792,31,free,furniture,good,0
23973,42,unskilled,4019,32,rent,furniture,good,0
23974,63,unemployed,7885,10,rent,furniture,bad,1
23975,45,unskilled,5823,7,own,business,good,0
23976,19,unemployed,14440,8,free,education,good,0
23977,34,skilled,14895,20,rent,car,good,0
23978,69,skilled,996,7,own,business,good,0
23979,21,unskilled,10226,10,free,education,good,0
23980,30,unemployed,8252,54,own,furniture,bad,1
23981,35,skilled,7539,51,rent,business,bad,1
23982,20,unemployed,14661,58,free,furniture,bad,1
23983,68,unemployed,15354,48,rent,car,bad,1
23984,54,skilled,16678,45,own,car,good,0
23985,50,unskilled,8149,49,rent,vacation,bad,1
23986,58,unskilled,2435,26,rent,car,bad,1
23987,41,skilled,5036,37,free,car,good,0
23988,25,highly skilled,9551,23,rent,car,good,0
23989,52,unemployed,6409,35,free,car,bad,1
23990,19,highly skilled,17322,9,own,education,good,0
23991,50,unskilled,14613,31,own,education,good,0
23992,29,unemployed,15746,45,free,car,good,0
23993,39,skilled,4355,38,free,furniture,bad,1
23994,30,unskilled,19203,42,own,education,good,0
23995,27,unskilled,19225,13,own,education,bad,1
23996,34,unskilled,19273,13,free,furniture,bad,1
23997,60,skilled,10387,47,free,vacation,good,0
23998,22,skilled,14238,37,rent,vacation,bad,1
23999,26,highly skilled,15435,47,own,car,good,0
24000,30,skilled,12636,30,free,furniture,bad,1
24001,69,highly skilled,18378,12,rent,education,good,0
24002,40,unemployed,7852,22,free,furniture,good,0
24003,47,unemployed,7705,59,own,car,good,0
24004,60,unemployed,2570,44,own,education,good,0
24005,21,unskilled,19532,42,rent,education,good,0
24006,38,unskilled,1485,7,free,business,good,0
24007,60,unskilled,17943,33,own,education,good,0
24008,26,skilled,9125,21,rent,car,bad,1
24009,24,skilled,15744,37,own,furniture,good,0
24010,33,highly skilled,5985,41,rent,vacation,good,0
24011,40,unskilled,9591,26,rent,education,good,0
24012,40,skilled,12567,57,own,furniture,good,0
24013,48,unemployed,2247,42,free,vacation,good,0
24014,22,unemployed,16336,50,own,vacation,good,0
24015,23,skilled,5570,56,own,vacation,bad,1
24016,68,unemployed,13681,34,free,vacation,good,0
24017,18,unemployed,15145,12,rent,education,bad,1
24018,65,highly skilled,4655,34,rent,furniture,good,0
24019,45,unemployed,3201,30,rent,business,good,0
24020,35,unskilled,16175,24,free,business,bad,1
24021,41,skilled,2100,29,free,education,good,0
24022,30,skilled,4498,9,own,vacation,bad,1
24023,50,unskilled,13780,20,own,business,good,0
24024,27,unemployed,11865,26,own,business,good,0
24025,24,highly skilled,14539,27,rent,education,bad,1
24026,54,highly skilled,15066,58,rent,business,good,0
24027,49,unskilled,3977,28,own,education,bad,1
24028,62,unemployed,18032,23,rent,furniture,bad,1
24029,39,unskilled,8138,44,free,vacation,good,0
24030,33,highly skilled,3509,52,own,vacation,good,0
24031,41,unemployed,16370,58,rent,furniture,good,0
24032,69,unskilled,7100,46,rent,furniture,bad,1
24033,31,unskilled,18935,49,rent,furniture,good,0
24034,28,unemployed,12133,12,rent,furniture,good,0
24035,36,highly skilled,716,50,own,education,good,0
24036,40,unemployed,14018,44,free,vacation,good,0
24037,51,highly skilled,9163,56,rent,vacation,good,0
24038,57,skilled,16475,27,own,education,good,0
24039,30,highly skilled,4027,51,free,education,good,0
24040,56,highly skilled,6350,48,rent,car,good,0
24041,61,skilled,2464,15,free,car,bad,1
24042,45,unskilled,7001,35,free,car,good,0
24043,57,unskilled,15514,11,own,education,good,0
24044,33,highly skilled,2896,40,own,car,good,0
24045,67,skilled,6385,34,rent,car,good,0
24046,68,skilled,2808,54,rent,education,bad,1
24047,45,unemployed,4933,31,rent,furniture,bad,1
24048,21,highly skilled,6221,16,free,vacation,good,0
24049,45,skilled,8490,9,own,furniture,bad,1
24050,29,unskilled,10478,14,rent,furniture,bad,1
24051,33,skilled,1269,14,rent,car,good,0
24052,66,skilled,12016,31,rent,vacation,good,0
24053,53,skilled,5708,8,free,car,good,0
24054,37,skilled,9133,33,rent,vacation,good,0
24055,43,unskilled,7335,45,free,vacation,good,0
24056,43,skilled,15039,40,rent,education,good,0
24057,39,highly skilled,9730,48,own,education,good,0
24058,26,skilled,4129,24,rent,vacation,good,0
24059,22,unskilled,17266,31,free,vacation,good,0
24060,34,highly skilled,8065,27,rent,education,good,0
24061,66,skilled,17121,43,free,vacation,bad,1
24062,51,unskilled,1337,47,free,education,good,0
24063,19,highly skilled,571,39,rent,business,good,0
24064,24,skilled,13591,44,free,vacation,good,0
24065,53,skilled,2859,28,free,furniture,good,0
24066,30,skilled,12415,24,free,furniture,good,0
24067,37,highly skilled,9656,32,rent,business,good,0
24068,47,unemployed,12799,49,rent,business,good,0
24069,47,skilled,16357,12,own,car,good,0
24070,28,unskilled,13337,37,rent,education,bad,1
24071,48,unemployed,8217,14,rent,car,good,0
24072,20,skilled,9539,38,rent,furniture,good,0
24073,19,unskilled,2904,8,free,vacation,good,0
24074,65,skilled,15905,14,own,education,bad,1
24075,20,unskilled,12611,32,rent,business,good,0
24076,32,skilled,14392,37,own,business,good,0
24077,34,unskilled,6587,18,own,vacation,good,0
24078,65,unskilled,6380,6,free,business,bad,1
24079,69,unemployed,15054,55,rent,furniture,bad,1
24080,24,unemployed,6720,27,own,business,good,0
24081,65,highly skilled,14038,55,rent,business,bad,1
24082,22,unskilled,7713,7,rent,business,good,0
24083,51,unskilled,13169,58,rent,furniture,good,0
24084,50,unemployed,4474,31,free,car,good,0
24085,62,highly skilled,6589,18,own,vacation,good,0
24086,33,unskilled,4202,13,rent,furniture,good,0
24087,54,skilled,9578,56,own,education,good,0
24088,20,skilled,18393,57,own,furniture,good,0
24089,64,highly skilled,7720,26,free,car,good,0
24090,65,unskilled,12929,55,free,vacation,good,0
24091,60,unskilled,16920,36,free,business,good,0
24092,68,unemployed,7168,20,rent,car,good,0
24093,67,unemployed,16348,55,free,vacation,good,0
24094,38,unskilled,18877,42,rent,car,good,0
24095,58,skilled,2196,14,own,car,bad,1
24096,25,unemployed,856,30,rent,business,good,0
24097,39,skilled,1415,29,free,vacation,good,0
24098,68,skilled,8052,53,rent,business,good,0
24099,22,skilled,11238,57,own,car,good,0
24100,34,skilled,15046,17,free,business,good,0
24101,54,highly skilled,15307,51,rent,furniture,good,0
24102,31,highly skilled,8880,41,rent,business,good,0
24103,56,unemployed,16105,21,free,vacation,bad,1
24104,58,unskilled,1003,43,rent,furniture,bad,1
24105,45,highly skilled,739,16,rent,education,bad,1
24106,48,unskilled,12274,59,own,vacation,good,0
24107,34,unemployed,7963,42,own,business,good,0
24108,52,skilled,5613,38,free,business,good,0
24109,57,unskilled,19847,11,free,business,bad,1
24110,39,highly skilled,13846,55,rent,furniture,bad,1
24111,62,unskilled,735,48,own,furniture,bad,1
